,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Aaron Connolly,0.5,0,0,-3,0,0.3,78,2,0,3.4,1.2,45,0,0,0,0,3,1,32.0,1,55,1,0,8
1,Albian Ajeti,0.0,0,0,0,0,0.0,447,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,55,1,0,0
2,Aleksandar Mitrović,0.8,0,0,3,0,0.3,184,0,0,1.0,3.0,27,0,0,0,0,3,0,7.0,1,60,1,0,12
3,Alexandre Lacazette,4.0,0,1,29,1,12.7,6,0,1,9.9,38.6,86,0,0,0,0,3,0,48.0,7,85,0,0,7
4,Andy Carroll,1.5,0,0,3,1,14.0,320,0,0,6.9,7.0,87,0,0,0,0,2,0,48.0,2,55,0,0,1
5,Billy Sharp,1.8,0,0,-4,0,3.0,343,2,0,2.7,1.4,90,0,0,0,0,2,0,23.0,2,60,1,0,0
6,Bobby Decordova-Reid,0.5,0,0,4,0,0.4,181,0,0,0.2,0.0,15,0,0,0,0,3,0,2.0,1,55,1,0,5
7,Callum Robinson,0.5,0,0,-3,0,1.3,358,1,0,0.1,0.0,59,0,0,0,0,3,0,2.0,1,55,1,0,2
8,Callum Wilson,2.1,0,2,32,1,23.3,506,0,1,10.5,32.0,84,0,0,0,0,2,0,50.0,8,65,0,0,2
9,Cenk Tosun,0.0,0,0,0,0,0.0,153,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,60,0,0,0
10,Charlie Austin,0.5,0,0,0,0,0.0,415,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,55,1,0,0
11,Che Adams,1.8,0,0,3,0,13.1,377,1,0,3.9,4.4,84,0,0,0,0,0,1,21.0,2,60,0,0,1
12,Christian Benteke,0.0,0,0,0,0,0.0,132,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,55,1,0,0
13,Connor Wickham,0.0,0,0,0,0,0.0,136,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
14,Danny Ings,3.0,0,0,1,0,11.2,366,1,0,8.0,8.6,90,0,0,0,0,0,1,60.0,2,85,0,0,11
15,David McGoldrick,1.5,0,0,2,0,2.7,344,0,0,1.2,0.8,19,0,0,0,0,2,0,8.0,1,55,1,0,1
16,Divock Origi,3.0,0,0,0,0,0.0,256,0,0,0.0,0.0,0,0,0,0,0,3,4,0.0,0,55,1,0,0
17,Dominic Calvert-Lewin,1.8,0,2,34,1,13.7,164,0,1,8.6,38.4,88,0,0,0,0,1,0,34.0,8,70,0,0,17
18,Dwight Gayle,0.0,0,0,0,0,0.0,329,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,60,0,0,0
19,Edward Nketiah,2.8,0,0,3,0,0.0,22,0,0,0.0,0.0,3,0,0,0,0,3,0,0.0,1,60,0,0,8
20,Fabio Silva,1.5,0,0,0,0,0.0,504,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,55,0,0,1
21,Florin Andone,0.0,0,0,0,0,0.0,64,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,50,1,0,0
22,Glenn Murray,0.0,0,0,0,0,0.0,53,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,50,1,0,0
23,Hal Robson-Kanu,0.5,0,0,3,0,0.1,408,2,0,0.3,2.0,30,0,0,0,0,3,0,1.0,1,55,1,0,0
24,Harry Kane,4.5,0,0,7,0,22.5,388,1,0,5.2,8.0,90,0,0,0,0,1,0,21.0,2,105,1,0,21
25,Jamie Vardy,4.8,0,3,52,1,10.3,224,0,2,11.8,71.2,90,0,0,0,0,3,0,36.0,13,100,0,0,2
26,Joelinton Cássio Apolinário de Lira,1.8,0,0,4,0,11.2,340,0,0,2.6,7.2,15,0,0,0,0,2,0,8.0,1,60,0,0,1
27,Jordan Ayew,1.8,0,0,-7,1,0.8,140,0,0,2.9,9.2,90,0,0,0,0,0,1,19.0,2,60,1,0,5
28,Jordan Hugill,0.0,0,0,0,0,0.0,444,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,55,1,0,0
