,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Max Thompson,-1.0,0,0,0,0,0.0,591,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,45,0,0,0
1,Jamie Vardy,5.7,1,1,43,1,22.5,224,0,1,13.3,52.8,84,0,0,0,0,0,3,58.0,10,101,1,0,2
2,Tammy Abraham,0.5,0,0,0,0,0.0,118,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,71,1,0,1
3,Glenn Murray,0.0,0,0,0,0,0.0,53,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,48,0,0,0
4,Yoshinori Muto,0.0,0,0,0,0,0.0,341,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,48,1,0,0
5,Timo Werner,2.5,0,0,2,0,1.5,117,0,0,0.8,6.4,23,0,0,0,0,0,0,0.0,1,92,1,0,5
6,Olivier Giroud,0.8,0,0,2,0,0.3,103,0,0,2.4,3.0,13,0,0,0,0,0,0,21.0,1,67,1,0,0
7,Joel Mumbongo,-0.7,0,0,0,0,0.0,613,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,45,0,0,0
8,Karlan Grant,-0.7,0,0,2,0,0.6,582,0,0,0.1,0.4,17,0,0,0,0,0,3,0.0,1,56,0,0,0
9,Willian José Da Silva,4.8,0,3,35,1,13.3,642,0,1,6.7,35.0,76,0,0,0,0,0,1,19.0,9,68,1,0,0
10,Bobby Decordova-Reid,0.8,0,0,3,0,0.8,181,1,0,1.7,8.4,90,0,0,0,0,1,1,8.0,1,53,0,1,2
11,Matej Vydra,3.7,0,0,3,0,0.0,93,1,0,0.1,1.0,2,0,0,0,0,1,3,0.0,1,48,0,0,2
12,Danny Welbeck,3.8,0,0,6,1,3.8,588,0,0,2.3,0.0,85,0,0,0,0,0,0,21.0,2,55,0,0,12
13,Rhian Brewster,0.5,0,0,6,0,15.6,262,1,0,3.7,6.8,74,0,0,0,0,0,1,15.0,1,43,0,1,1
14,Cheikh Diaby,-1.0,0,0,0,0,0.0,621,0,0,0.0,0.0,0,0,0,0,0,0,3,0.0,0,45,0,0,0
15,Patrick Bamford,2.2,0,0,-6,0,0.8,202,1,0,5.9,5.4,90,0,0,0,0,1,1,53.0,2,65,1,0,1
16,Raúl Jiménez,0.1,0,0,0,0,0.0,460,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,81,1,0,0
17,Shane Long,0.0,0,0,0,0,0.0,361,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,51,0,0,0
18,Kelechi Iheanacho,8.0,0,0,30,1,10.9,233,0,1,14.9,44.6,90,0,0,0,0,0,3,93.0,6,60,1,0,5
19,Fabio Silva,4.2,0,0,4,0,10.0,504,0,0,3.4,3.2,13,0,0,0,0,0,1,21.0,1,52,1,0,8
20,Edward Nketiah,2.8,0,1,27,0,12.8,22,0,1,10.5,33.2,20,0,0,0,0,1,1,59.0,6,53,1,0,0
21,Alexandre Lacazette,6.2,0,0,7,0,15.0,6,1,0,2.8,0.0,69,0,0,0,0,1,1,13.0,2,83,1,0,0
22,Joelinton Cássio Apolinário de Lira,4.3,0,3,33,0,11.2,340,2,1,10.2,41.2,90,0,0,0,0,2,3,50.0,9,57,1,0,1
23,Islam Slimani,0.0,0,0,0,0,0.0,579,0,0,0.0,0.0,0,0,0,0,0,0,3,0.0,0,49,1,0,0
24,Albian Ajeti,0.0,0,0,0,0,0.0,447,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,55,0,0,0
25,Aaron Connolly,-0.4,0,0,0,0,0.0,78,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,52,0,0,0
26,Josh Maja,2.8,0,2,28,1,0.8,665,0,1,6.9,33.0,76,0,0,0,0,1,1,35.0,8,53,0,0,2
