,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Aaron Connolly,3.0,1,0,13,0,10.3,78,0,0,3.0,17.2,12,0,0,0,0,1,1,2.0,4,55,0,0,0
1,Albian Ajeti,0.0,0,0,0,0,0.0,447,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,55,0,0,0
2,Aleksandar Mitrović,0.8,0,0,-14,0,2.8,184,1,0,3.7,0.0,90,0,1,0,0,1,1,40.0,0,59,0,0,2
3,Alexandre Lacazette,2.2,0,0,2,0,0.0,6,0,0,0.0,0.0,21,0,0,0,0,0,1,0.0,1,85,0,0,1
4,Andi Zeqiri,1.3,0,0,0,0,0.0,574,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,50,0,0,0
5,Andy Carroll,0.7,0,0,0,0,0.0,320,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,54,1,0,1
6,Anthony Martial,0.0,0,0,0,0,0.0,303,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,88,0,0,0
7,Ashley Barnes,1.3,0,0,3,1,11.8,87,0,0,7.8,9.4,76,0,0,0,0,0,0,57.0,2,60,0,0,2
8,Billy Sharp,2.7,0,2,26,0,0.3,343,0,1,5.1,33.2,9,0,0,0,0,1,1,17.0,7,58,1,0,0
9,Bobby Decordova-Reid,0.5,0,0,0,0,0.0,181,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,55,0,0,1
10,Callum Robinson,2.2,0,0,1,0,1.3,358,0,0,0.1,0.0,17,0,0,0,0,0,0,0.0,1,55,1,0,4
11,Callum Wilson,6.5,0,0,4,0,12.1,506,4,0,7.2,6.6,90,0,0,0,0,4,1,53.0,2,65,1,0,5
12,Carlos Vinicius Alves Morais,2.9,0,0,0,0,0.0,564,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,70,1,0,0
13,Cenk Tosun,0.0,0,0,0,0,0.0,153,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,60,1,0,0
14,Charlie Austin,-0.5,0,0,0,0,0.0,415,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,52,1,0,0
15,Che Adams,4.3,1,2,41,0,16.8,377,3,1,12.5,51.8,85,0,0,0,0,3,3,56.0,11,58,0,0,8
