,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Lee Peltier,-0.5,0,0,0,0,0.0,600,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,40,1,0,0
1,Anthony Driscoll-Glennon,-0.5,0,0,0,0,0.0,536,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,40,1,0,0
2,Oskar Buur,0.5,0,0,0,0,0.0,467,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,39,0,0,0
3,Kieran Tierney,2.3,0,0,14,0,55.8,17,2,0,8.1,19.6,90,0,0,0,0,1,2,6.0,0,53,0,1,4
4,José Diogo Dalot Teixeira,0.0,0,0,0,0,0.0,314,0,0,0.0,0.0,0,0,0,0,0,2,6,0.0,0,48,1,0,0
5,James Bree,0.0,0,0,0,0,0.0,43,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,45,0,0,0
6,Branislav Ivanovic,0.5,0,0,4,0,0.1,530,2,0,0.3,3.2,12,0,0,0,0,3,0,0.0,0,45,1,0,1
7,Max Lowe,0.7,0,0,0,0,0.0,511,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,44,0,0,0
8,Brandon Williams,0.7,0,0,0,0,0.0,318,0,0,0.0,0.0,0,0,0,0,0,2,6,0.0,0,42,1,0,0
9,Aymeric Laporte,1.0,0,0,0,0,0.0,280,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,60,0,0,0
10,William Saliba,0.5,0,0,0,0,0.0,27,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,40,0,0,0
11,Pascal Struijk,-0.5,0,0,-1,0,1.9,211,2,0,0.2,0.0,45,0,0,0,0,2,6,4.0,0,39,0,0,7
12,Gary Cahill,-0.3,0,0,9,0,1.3,125,7,0,1.3,9.2,90,0,0,0,0,7,0,2.0,-1,45,1,0,0
13,Joel Ward,0.0,0,0,0,0,0.0,134,0,0,0.0,0.0,0,0,0,0,0,7,0,0.0,0,43,1,0,0
14,Toby Alderweireld,1.6,0,0,18,0,11.7,386,2,0,4.4,27.8,90,1,0,0,0,2,0,4.0,-1,54,1,0,0
15,Joe Bryan,0.0,0,0,3,0,0.0,182,0,0,0.0,0.0,1,0,0,0,0,1,1,0.0,1,46,0,0,0
16,Luke Ayling,1.7,0,0,18,0,0.9,197,6,0,5.1,23.6,90,0,0,0,0,2,6,26.0,-1,45,0,0,6
17,Neil Taylor,0.5,0,0,0,0,0.0,31,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,43,0,0,0
18,Tyrick Mitchell,-1.0,0,0,0,0,0.0,146,0,0,0.0,0.0,0,0,0,0,0,7,0,0.0,0,40,1,0,0
19,Neco Williams,2.3,0,0,0,0,0.0,264,0,0,0.0,0.0,0,0,0,0,0,7,0,0.0,0,40,0,0,0
20,Ethan Ampadu,1.0,0,0,11,0,1.3,509,1,0,1.8,16.4,90,0,0,0,0,1,1,0.0,2,43,0,0,2
21,Çaglar Söyüncü,0.0,0,0,0,0,0.0,238,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,53,0,0,0
22,Craig Dawson,-0.5,0,0,0,0,0.0,576,0,0,0.0,0.0,0,0,0,0,0,0,3,0.0,0,45,0,0,0
23,Kyle Walker-Peters,2.2,0,0,15,0,18.5,375,1,0,4.4,17.8,90,0,0,0,0,1,0,8.0,2,47,1,0,8
24,Rayan Ait Nouri,1.0,0,0,12,0,15.0,563,2,0,4.5,12.2,59,0,0,0,0,1,2,18.0,0,50,0,0,1
25,Joel Matip,4.5,1,0,35,1,10.4,246,0,0,5.7,21.6,90,0,0,0,0,7,0,25.0,9,54,0,0,7
26,Fernando Luiz Rosa,2.2,0,0,0,0,0.0,266,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,54,0,0,1
27,Fabián Balbuena,1.1,0,0,11,0,0.5,443,3,0,2.0,17.2,90,0,0,0,0,0,3,2.0,1,45,0,0,1
