,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Anthony Driscoll-Glennon,-0.5,0,0,0,0,0.0,536,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,40,1,0,0
1,Oskar Buur,0.5,0,0,0,0,0.0,467,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,1,0,0
2,Kieran Tierney,3.0,0,0,28,1,12.4,17,0,0,3.3,18.6,90,0,0,0,0,1,0,2.0,6,54,0,0,1
3,José Diogo Dalot Teixeira,0.0,0,0,0,0,0.0,314,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,48,1,0,0
4,James Bree,0.0,0,0,0,0,0.0,43,0,0,0.0,0.0,0,0,0,0,0,4,3,0.0,0,45,1,0,0
5,Branislav Ivanovic,2.2,0,0,14,0,10.4,530,2,0,3.6,25.8,90,0,0,0,0,0,2,0.0,1,45,0,0,0
6,Max Lowe,-0.2,0,0,5,0,1.8,511,1,0,1.5,11.2,80,0,0,0,0,1,0,2.0,2,44,1,0,0
7,Brandon Williams,0.0,0,0,0,0,0.0,318,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,43,1,0,0
8,Aymeric Laporte,3.7,0,2,29,1,11.4,280,0,0,3.6,20.4,90,0,0,0,0,1,0,4.0,8,60,0,0,1
9,William Saliba,0.0,0,0,0,0,0.0,27,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,42,0,0,0
10,Pascal Struijk,0.2,0,0,0,0,0.0,211,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,40,1,0,0
11,Gary Cahill,0.1,0,0,0,0,0.0,125,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
12,Joel Ward,0.0,0,0,0,0,0.0,134,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
13,Toby Alderweireld,3.3,0,0,12,0,0.3,386,1,0,1.6,15.4,90,0,0,0,0,1,2,0.0,2,54,1,0,7
14,Joe Bryan,0.8,0,0,3,0,0.0,182,0,0,0.2,2.0,1,0,0,0,0,0,2,0.0,1,48,1,0,0
15,Luke Ayling,1.8,0,0,20,0,30.3,197,4,0,5.0,15.6,90,0,0,0,0,4,1,4.0,0,45,1,0,0
16,Neil Taylor,0.0,0,0,0,0,0.0,31,0,0,0.0,0.0,0,0,0,0,0,4,3,0.0,0,44,1,0,0
17,Tyrick Mitchell,0.4,0,0,0,0,0.0,146,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,42,0,0,0
18,Neco Williams,1.0,0,0,0,0,0.0,264,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,40,1,0,0
19,Ethan Ampadu,-0.2,0,0,9,0,5.1,509,1,0,2.2,16.4,64,0,0,0,0,1,0,0.0,2,45,1,0,0
20,Çaglar Söyüncü,0.0,0,0,0,0,0.0,238,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,54,0,0,0
21,Craig Dawson,-1.0,0,0,0,0,0.0,576,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,45,0,0,0
22,Kyle Walker-Peters,3.0,0,0,9,0,1.0,375,3,0,2.4,22.6,90,0,0,0,0,4,3,0.0,1,45,0,0,9
23,Rayan Ait Nouri,5.5,0,3,39,1,4.4,563,0,1,7.5,43.4,90,0,0,0,0,0,2,27.0,15,50,1,0,2
24,Joel Matip,0.9,0,0,0,0,0.0,246,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,54,1,0,1
25,Fernando Luiz Rosa,0.0,0,0,0,0,0.0,266,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,54,0,0,0
26,Fabián Balbuena,2.8,0,0,8,0,0.0,443,2,0,1.9,17.0,90,0,0,0,0,1,2,2.0,1,44,0,0,6
27,Eric Dier,3.0,0,0,13,0,0.3,391,1,0,2.0,19.4,90,0,0,0,0,1,2,0.0,2,49,1,0,6
28,Trent Alexander-Arnold,2.0,0,0,18,0,25.2,259,1,0,5.7,17.6,90,0,0,0,0,1,2,14.0,2,74,1,0,2
29,Niels Nkounkou,0.8,0,0,6,0,5.3,559,1,0,2.0,13.8,68,0,0,0,0,1,2,1.0,1,40,0,1,0
30,Sokratis Papastathopoulos,0.0,0,0,0,0,0.0,2,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,49,0,0,0
31,John Stones,1.0,0,0,0,0,0.0,273,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,49,0,0,0
32,Jonathan Castro Otto,0.0,0,0,0,0,0.0,462,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,54,1,0,0
33,Kelland Watts,0.0,0,0,0,0,0.0,342,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,40,1,0,0
34,Tim Ream,1.2,0,0,0,0,0.0,176,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,44,1,0,0
35,Reece James,5.5,0,0,25,1,9.9,123,0,0,3.0,6.8,90,0,0,0,0,3,0,13.0,6,50,0,0,2
36,Davinson Sánchez,0.7,0,0,0,0,0.0,398,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,54,1,0,0
37,Jamal Lewis,0.8,0,0,18,0,15.8,513,1,0,3.2,16.4,90,0,0,0,0,1,2,0.0,2,44,1,0,1
38,Japhet Tanganga,0.0,0,0,0,0,0.0,402,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,49,1,0,0
39,Patrick van Aanholt,-0.2,0,0,6,0,18.6,139,2,0,3.6,10.4,90,0,0,0,0,0,2,7.0,0,54,0,1,5
40,Jamaal Lascelles,0.4,0,0,15,0,0.0,328,1,0,3.2,13.8,90,0,0,0,0,1,2,18.0,2,44,1,0,1
41,Issa Diop,-1.0,0,0,0,0,0.0,451,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,45,0,0,0
42,John Egan,0.5,0,0,13,0,0.4,353,1,0,1.7,16.4,90,0,0,0,0,1,0,0.0,2,49,1,0,-1
43,Angelo Ogbonna,1.2,0,0,8,0,0.2,432,2,0,1.1,10.4,90,0,0,0,0,1,2,0.0,1,49,0,0,5
44,Virgil van Dijk,0.0,0,0,0,0,0.0,250,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,64,1,0,0
45,Darnell Furlong,2.5,0,0,13,0,15.0,422,2,0,4.6,26.6,90,0,0,0,0,0,2,4.0,1,45,0,0,2
46,Victor Lindelöf,2.5,0,0,15,0,2.1,308,1,0,1.9,14.6,90,0,0,0,0,1,0,2.0,2,49,1,0,2
47,Dara O'Shea,0.2,0,0,0,0,0.0,425,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,44,0,0,2
48,Yerry Mina,1.2,0,0,9,0,1.2,162,2,0,0.9,8.0,90,0,0,0,0,1,2,0.0,0,55,0,1,0
49,Nathan Aké,1.4,0,0,0,0,0.0,279,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,55,0,0,0
50,Nathaniel Phillips,2.0,0,0,14,0,11.7,589,1,0,3.4,22.2,90,0,0,0,0,1,2,0.0,2,40,1,0,0
51,Jarrad Branthwaite,0.5,0,0,0,0,0.0,170,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,39,0,0,0
52,Nathan Ferguson,0.0,0,0,0,0,0.0,145,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
53,Javier Manquillo,-0.5,0,0,0,0,0.0,332,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,45,1,0,0
54,James Justin,3.3,0,0,8,0,0.6,239,1,0,2.2,17.0,90,0,0,0,0,4,1,4.0,2,48,0,0,6
