,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Willy Boly,0.0,0,0,0,0,0.0,458,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,54,0,0,2
1,Ciaran Clark,3.3,0,2,33,1,0.0,324,0,0,3.8,34.0,90,0,0,0,0,0,0,4.0,8,45,0,0,0
2,Rhys Williams,0.9,0,0,14,0,1.9,594,1,0,2.1,18.8,90,0,0,0,0,1,0,0.0,2,40,1,0,0
3,Dara O'Shea,2.5,0,0,21,1,0.7,425,0,0,1.0,9.4,90,0,0,0,0,0,0,0.0,6,42,1,0,2
4,José Diogo Dalot Teixeira,0.0,0,0,0,0,0.0,314,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,48,0,0,0
5,Oliver Casey,-0.5,0,0,0,0,0.0,215,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,39,0,0,0
6,Reece James,3.8,0,2,29,1,15.6,123,0,0,5.0,15.2,90,0,0,0,0,0,2,19.0,8,50,1,0,1
7,Chris Smalling,0.0,0,0,0,0,0.0,292,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,49,0,0,0
8,Nathan Aké,1.5,0,0,0,0,0.0,279,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,54,1,0,0
9,Branislav Ivanovic,-0.3,0,0,0,0,0.0,530,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,44,1,0,0
10,Sead Kolasinac,0.0,0,0,0,0,0.0,14,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,48,0,0,0
11,Charlie Cresswell,-0.5,0,0,0,0,0.0,620,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
12,David Luiz Moreira Marinho,3.5,0,0,15,0,0.8,3,1,0,1.5,14.4,90,0,0,0,0,1,1,0.0,2,54,0,0,2
13,Kyle Walker,3.7,0,0,8,0,2.8,270,0,0,0.7,2.0,25,0,0,0,0,2,0,2.0,1,61,1,0,0
14,Serge Aurier,1.3,0,0,0,0,0.0,389,0,0,0.0,0.0,0,0,0,0,0,1,4,0.0,0,52,1,0,0
15,Yerry Mina,0.0,0,0,0,0,0.0,162,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,55,0,0,0
16,Emerson Palmieri dos Santos,0.0,0,0,0,0,0.0,111,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,47,1,0,0
17,Axel Tuanzebe,-0.5,0,0,0,0,0.0,307,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,42,0,0,0
18,Ben Mee,2.0,0,0,17,0,0.7,88,1,0,3.2,31.0,90,0,0,0,0,1,1,0.0,2,51,1,0,2
19,Tosin Adarabioyo,4.8,0,3,36,1,10.0,572,0,0,5.2,41.8,90,0,0,0,0,1,0,0.0,9,45,0,0,1
20,Patrick van Aanholt,2.5,0,0,16,0,2.4,139,4,0,1.9,17.0,90,0,0,0,0,1,4,0.0,0,54,0,0,5
21,Japhet Tanganga,0.9,0,0,0,0,0.0,402,0,0,0.0,0.0,0,0,0,0,0,1,4,0.0,0,49,1,0,0
22,Ryan Fredericks,1.1,0,0,0,0,0.0,438,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,42,1,0,0
23,Marcos Rojo,0.0,0,0,0,0,0.0,294,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,48,0,0,0
24,Vladimir Coufal,4.3,0,0,19,1,0.5,558,0,0,0.4,3.6,90,0,0,0,0,0,2,0.0,6,46,1,0,2
25,Jan Bednarek,3.1,0,0,23,1,0.4,376,0,0,2.7,26.8,90,0,0,0,0,2,0,0.0,6,49,0,0,1
