,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Lee Peltier,-0.8,0,0,10,0,8.8,600,2,0,3.1,22.2,90,0,0,0,0,0,2,0.0,1,40,0,0,1
1,Anthony Driscoll-Glennon,-0.5,0,0,0,0,0.0,536,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,40,1,0,0
2,Oskar Buur,0.0,0,0,0,0,0.0,467,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,39,1,0,0
3,Kieran Tierney,0.0,0,0,0,0,0.0,17,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,53,0,0,0
4,José Diogo Dalot Teixeira,0.0,0,0,0,0,0.0,314,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,48,1,0,0
5,James Bree,0.0,0,0,0,0,0.0,43,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
6,Branislav Ivanovic,-1.0,0,0,0,0,0.0,530,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,44,0,0,0
7,Max Lowe,-0.2,0,0,11,0,2.6,511,2,0,2.3,14.4,90,0,0,0,0,2,1,6.0,1,43,1,0,0
8,Brandon Williams,0.5,0,0,0,0,0.0,318,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,42,1,0,0
9,Aymeric Laporte,2.0,0,0,0,0,0.0,280,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,60,0,0,6
10,William Saliba,0.0,0,0,0,0,0.0,27,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,40,0,0,0
11,Pascal Struijk,2.6,0,0,17,1,0.3,211,0,0,6.0,11.4,90,0,0,0,0,0,2,48.0,6,39,1,0,6
12,Gary Cahill,1.5,0,0,4,0,0.4,125,2,0,2.3,18.2,90,0,0,0,0,0,2,4.0,0,45,0,1,0
13,Joel Ward,0.7,0,0,0,0,0.0,134,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,43,0,0,0
14,Toby Alderweireld,2.3,0,0,24,1,1.5,386,0,0,3.5,13.8,90,0,0,0,0,0,2,20.0,6,54,1,0,0
