,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Willy Boly,2.0,0,0,0,0,0.0,458,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,54,0,0,0
1,Ciaran Clark,0.5,0,0,15,0,0.2,324,2,0,0.9,7.2,83,0,0,0,0,2,0,2.0,1,45,1,0,0
2,Dara O'Shea,1.7,0,0,3,0,0.4,425,0,0,0.4,3.4,32,0,0,0,0,1,1,0.0,1,42,1,0,0
3,Oliver Casey,0.0,0,0,0,0,0.0,215,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,38,0,0,0
4,Reece James,5.0,0,0,23,1,3.8,123,0,0,2.7,21.0,90,0,0,0,0,0,2,2.0,6,50,1,0,2
5,Nathan Aké,3.0,0,0,25,1,0.7,279,0,0,1.3,12.6,90,0,0,0,0,2,0,0.0,6,54,0,0,1
6,Branislav Ivanovic,0.0,0,0,0,0,0.0,530,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,44,1,0,0
7,Sead Kolasinac,0.0,0,0,0,0,0.0,14,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,48,0,0,0
8,Charlie Cresswell,0.0,0,0,0,0,0.0,620,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
9,David Luiz Moreira Marinho,1.2,0,0,7,0,1.5,3,0,0,2.9,6.0,52,0,0,0,0,2,0,21.0,1,54,0,0,0
10,Kyle Walker,1.7,0,0,0,0,0.0,270,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,61,0,0,0
11,Serge Aurier,5.5,2,2,56,1,46.7,389,0,0,10.6,55.0,90,0,0,0,0,0,4,4.0,14,52,1,0,1
12,Yerry Mina,0.5,0,0,0,0,0.0,162,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,55,1,0,7
13,Emerson Palmieri dos Santos,0.5,0,0,0,0,0.0,111,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,47,1,0,0
14,Ben Mee,1.0,0,0,10,0,0.3,88,2,0,2.4,23.4,90,0,0,0,0,2,1,0.0,0,48,1,1,6
15,Tosin Adarabioyo,0.5,0,0,11,0,1.4,572,2,0,3.2,6.8,90,0,0,0,0,0,2,24.0,1,45,0,0,1
16,Patrick van Aanholt,-0.7,0,0,0,0,0.0,139,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,54,1,0,0
17,Japhet Tanganga,1.0,0,0,0,0,0.0,402,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,49,1,0,0
18,Ryan Fredericks,1.8,0,0,0,0,0.0,438,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,42,0,0,1
19,Vladimir Coufal,5.2,1,2,28,0,31.2,558,1,0,7.7,44.0,90,0,0,0,0,2,1,2.0,7,47,0,0,2
20,Jan Bednarek,0.8,0,0,9,0,0.1,376,1,0,1.7,17.0,90,0,0,0,0,1,1,0.0,2,47,1,0,1
21,Conor Townsend,2.7,1,0,21,0,15.0,418,1,0,7.8,41.6,90,0,0,0,0,1,1,21.0,5,44,1,0,6
22,Angelo Ogbonna,1.8,0,0,0,0,0.0,432,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,47,0,0,0
23,Benjamin Chilwell,5.5,0,0,16,1,3.4,232,0,0,1.1,3.2,80,0,0,0,0,0,2,4.0,6,58,1,0,0
24,John Egan,1.2,0,0,9,0,0.3,353,4,0,0.8,8.0,90,0,0,0,0,0,4,0.0,-1,47,0,1,1
25,Mohammed Salisu,0.5,0,0,19,0,0.1,479,1,0,2.9,29.0,75,0,0,0,0,1,1,0.0,2,43,1,0,0
26,Luke Mbete,1.0,0,0,0,0,0.0,622,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,40,0,0,0
27,Nathaniel Clyne,-1.0,0,0,0,0,0.0,577,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,45,1,0,0
28,Frederik Alves,1.0,0,0,0,0,0.0,637,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,40,0,0,0
29,Gabriel Magalhães,3.0,0,0,25,1,1.2,494,0,0,2.5,11.8,90,0,0,0,0,2,0,12.0,6,49,0,0,2
30,Héctor Bellerín,3.5,0,2,29,1,18.0,11,0,0,4.8,7.2,90,0,0,0,0,2,0,23.0,8,50,0,0,0
31,Jack Robinson,0.0,0,0,0,0,0.0,352,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,42,0,0,0
32,Arthur Masuaku,0.2,0,0,0,0,0.0,442,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,43,0,0,0
33,Cédric Soares,1.0,0,0,0,0,0.0,5,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,46,0,0,0
34,Chris Basham,-0.8,0,0,21,0,15.1,345,4,0,4.1,24.0,90,0,0,0,0,0,4,2.0,0,46,0,0,1
35,Jamaal Lascelles,0.0,0,0,0,0,0.0,328,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,42,1,0,0
36,Alfie Mawson,0.0,0,0,0,0,0.0,185,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,43,0,0,0
37,Adam Webster,3.5,0,0,28,1,0.9,66,0,0,3.2,25.4,90,0,0,0,0,0,2,6.0,6,43,1,0,1
38,Seamus Coleman,4.5,0,0,15,0,11.6,152,2,0,2.4,11.6,90,0,0,0,0,2,1,1.0,1,49,1,0,6
39,Nicolás Otamendi,0.0,0,0,0,0,0.0,269,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,49,0,0,0
40,Kurt Zouma,5.0,0,0,24,1,3.8,110,0,0,2.3,19.4,90,0,0,0,0,0,2,0.0,5,53,1,1,1
41,Aaron Cresswell,0.4,0,0,17,0,67.8,435,1,0,10.1,20.4,90,0,0,0,0,2,1,13.0,2,56,0,0,1
42,Jonny Evans,8.3,0,2,26,0,4.0,219,1,1,7.4,53.0,90,0,0,0,0,1,1,17.0,10,56,0,0,0
43,Robin Koch,0.8,0,0,15,0,1.8,491,2,0,2.7,25.4,90,0,0,0,0,0,2,0.0,1,43,0,0,1
44,Dan Burn,3.2,0,0,24,1,25.5,61,0,0,5.8,30.6,90,0,0,0,0,0,2,2.0,6,42,1,0,1
45,Erik Pieters,-0.8,0,0,0,0,0.0,83,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,43,1,0,0
46,Danny Rose,0.0,0,0,0,0,0.0,384,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,47,1,0,0
47,Barry Douglas,0.0,0,0,0,0,0.0,196,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,38,0,0,0
48,Tyrone Mings,0.8,0,0,19,0,0.4,41,1,0,3.7,35.0,90,0,0,0,0,2,1,2.0,2,54,0,0,1
49,Andreas Christensen,5.5,0,2,29,1,1.5,116,0,0,2.1,17.4,90,0,0,0,0,0,2,2.0,8,47,1,0,1
50,Matthew Lowton,1.8,0,0,14,0,26.1,92,2,0,4.2,16.2,90,0,0,0,0,2,1,0.0,1,44,1,0,6
51,Kenny Tete,0.1,0,0,0,0,0.0,517,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,43,0,0,0
52,Lewis Richards,0.5,0,0,0,0,0.0,615,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,40,0,0,0
53,Nathan Ferguson,-0.2,0,0,0,0,0.0,145,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,38,1,0,0
54,Joel Ward,-0.3,0,0,15,0,0.9,134,2,0,1.8,15.2,90,0,0,0,0,2,0,2.0,1,43,1,0,5
55,Kean Bryan,1.0,0,0,0,0,0.0,603,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,39,0,0,2
56,Jayden Bogle,1.0,0,0,1,0,0.5,510,1,0,0.5,4.4,45,0,0,0,0,0,4,0.0,1,43,0,0,0
57,Davinson Sánchez,1.0,0,0,0,0,0.0,398,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,52,1,0,0
58,Daniel Amartey,0.5,0,0,0,0,0.0,227,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,39,0,0,0
59,Ricardo Domingos Barbosa Pereira,1.3,0,0,0,0,0.0,226,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,59,0,0,1
60,Mamadou Sakho,-0.2,0,0,0,0,0.0,127,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,44,1,0,0
61,Max Lowe,-1.0,0,0,0,0,0.0,511,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,42,0,0,0
62,Rúben Gonçalo Silva Nascimento Vinagre,0.0,0,0,0,0,0.0,471,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,41,0,0,0
63,Fikayo Tomori,0.0,0,0,0,0,0.0,121,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,47,1,0,0
64,Ainsley Maitland-Niles,2.7,0,0,0,0,7.8,15,1,0,0.7,0.0,77,0,0,0,0,1,1,1.0,1,46,1,1,0
65,Ben Davies,0.0,0,0,0,0,0.0,395,0,0,0.0,0.0,0,0,0,0,0,0,4,0.0,0,45,1,0,0
66,Cody Drameh,1.2,0,0,0,0,0.0,694,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
67,Çaglar Söyüncü,3.0,0,0,15,0,26.5,238,1,0,4.7,14.4,90,0,0,0,0,1,1,6.0,2,53,0,0,0
68,Ben Johnson,1.8,0,0,0,0,0.0,452,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,39,0,0,0
69,Thiago Thiago,4.0,0,1,27,1,1.6,490,0,0,2.5,23.8,90,0,0,0,0,0,2,0.0,7,56,1,0,0
70,Fabian Schär,-1.1,0,0,-8,0,0.3,334,0,0,0.0,0.0,17,0,0,1,0,2,0,0.0,-2,48,1,0,0
71,Nigel Lonwijk,0.5,0,0,0,0,0.0,629,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,39,0,0,0
72,Ben White,4.5,0,0,20,1,1.8,74,0,0,1.5,5.6,90,0,0,0,0,0,2,8.0,6,45,1,0,1
73,Mason Holgate,3.0,0,0,7,0,0.0,165,2,0,0.4,3.6,90,0,0,0,0,2,1,0.0,1,48,1,0,1
