,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Lee Peltier,-1.5,0,0,0,0,0.0,600,0,0,0.0,0.0,0,0,0,0,0,5,0,0.0,0,40,1,0,0
1,Anthony Driscoll-Glennon,-0.5,0,0,0,0,0.0,536,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,40,1,0,0
2,Oskar Buur,-0.5,0,0,0,0,0.0,467,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,39,0,0,0
3,Kieran Tierney,4.9,0,0,0,0,0.0,17,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,54,0,0,0
4,José Diogo Dalot Teixeira,0.0,0,0,0,0,0.0,314,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,48,1,0,0
5,James Bree,0.0,0,0,0,0,0.0,43,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,45,0,0,0
6,Branislav Ivanovic,-1.5,0,0,0,0,0.0,530,0,0,0.0,0.0,0,0,0,0,0,5,0,0.0,0,45,1,0,0
7,Max Lowe,-0.5,0,0,0,0,0.0,511,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,43,0,0,0
8,Brandon Williams,0.0,0,0,0,0,0.0,318,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,42,1,0,0
9,Aymeric Laporte,1.7,0,0,7,0,1.9,280,0,0,1.0,4.2,38,0,0,0,0,5,0,4.0,1,60,0,0,6
10,William Saliba,0.0,0,0,0,0,0.0,27,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,40,0,0,0
11,Pascal Struijk,1.7,0,0,15,0,0.0,211,1,0,2.3,22.6,80,0,0,0,0,2,1,0.0,2,39,0,0,2
12,Gary Cahill,0.2,0,0,14,0,0.8,125,3,0,3.2,29.4,90,0,0,0,0,3,2,2.0,1,45,1,0,0
13,Joel Ward,3.5,0,0,10,0,2.3,134,3,0,1.4,5.6,90,0,0,0,0,3,2,6.0,1,43,1,0,1
14,Toby Alderweireld,2.7,0,0,0,0,0.0,386,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,54,1,0,1
