,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Ibrahima Diallo,0.0,0,0,0,0,0.0,565,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,0,0,3
1,Felipe Anderson Pereira Gomes,0.0,0,0,0,0,0.0,440,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,61,0,0,0
2,Raheem Sterling,10.9,0,0,0,0,0.0,276,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,116,1,0,2
3,Juan Mata,0.0,0,0,0,0,0.0,290,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,58,0,0,0
4,Oliver Norwood,2.5,0,0,20,0,33.8,349,2,0,5.5,20.0,90,0,0,0,0,2,0,1.0,2,45,1,0,1
5,Wilfried Zaha,-0.1,0,0,0,0,0.0,141,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,71,1,0,1
6,Ryan Fraser,1.5,1,0,15,0,35.4,507,1,0,6.9,23.2,45,0,0,0,0,1,1,10.0,4,56,1,0,3
7,Cengiz Ünder,0.9,0,0,3,0,5.6,541,1,0,0.8,2.6,39,0,0,0,0,3,1,0.0,1,57,1,0,0
8,Hélder Wander Sousa de Azevedo e Costa,2.8,0,0,3,0,1.5,205,1,0,1.2,0.0,63,0,0,0,0,1,0,12.0,2,50,1,0,1
9,Jean Michaël Seri,0.0,0,0,0,0,0.0,189,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,46,0,0,0
10,Tyler Onyango,1.5,0,0,0,0,0.0,644,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
11,Dennis Praet,0.0,0,0,0,0,0.0,225,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,52,1,0,0
12,Mark Noble,0.1,0,0,0,0,0.0,427,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,45,0,0,0
13,Bernardo Mota Veiga de Carvalho e Silva,10.1,0,0,0,0,0.0,281,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,74,1,0,0
14,Jordan Henderson,0.0,0,0,0,0,0.0,244,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,54,0,0,0
15,Curtis Jones,6.6,0,0,23,1,14.0,263,0,1,13.5,41.6,79,0,0,0,0,2,0,79.0,8,44,0,0,0
16,Matt Ritchie,0.2,0,0,2,0,0.6,322,1,0,0.6,0.0,18,0,0,0,0,1,1,6.0,1,49,1,0,0
17,Teddy Jenks,0.5,0,0,0,0,0.0,631,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,0,0,0
