,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Matt Ritchie,0.2,0,0,0,0,0.0,322,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,49,1,0,0
1,André-Frank Zambo Anguissa,0.4,0,0,8,0,12.1,191,3,0,2.6,14.2,90,0,0,0,0,3,0,0.0,2,45,1,0,2
2,Jean Michaël Seri,0.0,0,0,0,0,0.0,189,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,46,1,0,0
3,Jack Grealish,0.0,0,0,0,0,0.0,37,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,75,0,0,0
4,Felipe Anderson Pereira Gomes,0.0,0,0,0,0,0.0,440,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,61,0,0,0
5,Tanguy Ndombele,2.0,0,0,5,0,0.8,405,1,0,0.9,8.4,61,0,0,0,0,1,2,0.0,2,59,0,0,3
6,Mesut Özil,0.0,0,0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,67,1,0,0
7,Isaac Hayden,1.8,0,0,15,0,13.7,336,1,0,3.6,22.2,87,0,0,0,0,1,1,0.0,2,46,1,0,1
8,Tom Cairney,0.0,0,0,0,0,0.0,175,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,52,1,0,0
9,Willian Borges Da Silva,3.8,0,0,2,0,0.5,478,0,0,0.1,0.2,13,0,0,0,0,1,2,0.0,1,75,1,0,0
10,Heung-Min Son,4.4,0,0,1,0,0.0,390,0,0,0.0,0.0,18,0,0,0,0,1,2,0.0,1,96,0,0,0
11,Ivan Ricardo Neves Abreu Cavaleiro,0.9,0,0,9,0,9.1,187,3,0,2.3,10.2,79,0,0,0,0,3,0,4.0,2,53,1,0,2
12,Declan Rice,3.8,0,0,25,0,12.7,448,1,0,4.9,34.4,90,0,0,0,0,0,1,2.0,2,47,0,0,2
13,Jonjo Shelvey,2.2,0,0,13,0,17.0,321,1,0,5.1,18.4,90,0,0,0,0,1,1,16.0,2,53,1,0,2
