,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Luke Cundle,0.0,0,0,0,0,0.0,614,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,45,0,0,0
1,Matt Ritchie,0.7,0,0,0,0,0.0,322,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,49,0,0,0
2,André-Frank Zambo Anguissa,0.8,0,0,0,0,0.0,191,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,45,0,0,2
3,Jean Michaël Seri,0.0,0,0,0,0,0.0,189,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,46,0,0,0
4,Mason Greenwood,1.3,0,0,5,0,0.0,315,0,0,0.4,2.2,17,0,0,0,0,2,0,2.0,1,70,0,0,3
5,Rúben Diogo da Silva Neves,6.2,0,0,9,1,3.0,466,0,0,2.3,9.6,90,0,0,0,0,0,0,10.0,3,51,0,0,1
6,Nathan Broadhead,0.0,0,0,0,0,0.0,680,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
7,Jack Grealish,0.1,0,0,0,0,0.0,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,76,1,0,0
8,Felipe Anderson Pereira Gomes,0.0,0,0,0,0,0.0,440,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,61,1,0,0
9,Tanguy Ndombele,2.5,0,0,0,0,0.0,405,0,0,0.0,0.0,0,0,0,0,0,1,4,0.0,0,59,1,0,2
10,Mesut Özil,0.0,0,0,0,0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,67,0,0,0
11,Gylfi Sigurdsson,3.8,0,0,5,0,14.4,150,2,0,1.9,1.4,69,0,0,0,0,0,2,3.0,2,68,0,0,0
12,John Fleck,1.1,0,0,15,0,35.3,346,2,0,6.0,16.8,90,0,0,0,0,2,0,8.0,1,56,1,1,2
13,Jorge Luiz Frello Filho,3.4,0,2,29,1,18.3,105,0,1,8.5,47.4,90,0,0,0,0,0,2,19.0,10,47,1,0,3
14,Isaac Hayden,1.7,0,0,7,1,3.1,336,0,0,2.9,8.2,90,0,0,0,0,0,0,18.0,3,46,0,0,2
15,Shane Flynn,1.8,0,0,0,0,0.0,684,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,45,0,0,0
