,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Aaron Mooy,0.0,0,0,0,0,0.0,60,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,50,0,0,0
1,Abdoulaye Doucouré,2.5,0,0,9,0,10.9,512,2,0,2.6,7.0,77,0,0,0,0,2,2,8.0,2,54,1,0,1
2,Aboubakar Kamara,-0.2,0,0,0,0,0.0,190,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,49,0,0,-2
3,Adama Traoré,2.0,0,0,5,0,10.3,465,0,0,1.4,3.4,25,0,0,0,0,1,0,0.0,1,64,0,0,1
4,Adam Forshaw,0.0,0,0,0,0,0.0,199,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,49,1,0,0
5,Adam Lallana,1.5,0,0,4,0,4.9,54,1,0,0.5,0.0,77,0,0,0,0,1,1,1.0,2,63,0,0,3
6,Ademola Lookman,5.0,0,3,32,0,39.9,557,1,1,14.0,55.6,90,0,0,0,0,1,1,44.0,10,50,0,0,2
7,Adrien Silva,0.0,0,0,0,0,0.0,220,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,44,1,0,0
8,Adrián Bernabé,0.1,0,0,0,0,0.0,537,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
9,Alexis Mac Allister,2.2,0,3,22,0,0.5,80,0,1,4.4,36.2,12,0,0,0,0,1,1,7.0,9,53,0,0,1
10,Alex Iwobi,1.8,0,0,3,0,1.6,159,0,0,0.2,0.0,12,0,0,0,0,2,2,0.0,1,59,1,0,1
11,Alex Oxlade-Chamberlain,0.0,0,0,0,0,0.0,248,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,64,0,0,0
12,Alireza Jahanbakhsh,0.2,0,0,0,0,0.0,71,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,54,0,0,0
13,Allan Marques Loureiro,0.5,0,0,3,0,0.9,502,2,0,0.5,4.0,90,0,0,0,0,2,2,0.0,1,54,1,1,2
14,Allan Saint-Maximin,3.3,0,0,15,0,25.3,338,4,0,5.7,18.4,90,0,0,0,0,4,1,13.0,2,53,1,0,3
15,Andreas Pereira,0.0,0,0,0,0,0.0,304,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,49,0,0,0
16,Andriy Yarmolenko,-0.2,0,0,3,0,0.6,436,0,0,0.1,0.4,13,0,0,0,0,3,3,0.0,1,57,0,0,1
17,Andros Townsend,3.0,0,0,6,0,8.9,137,1,0,2.2,13.4,90,0,0,0,0,1,1,0.0,2,61,1,0,2
18,André Filipe Tavares Gomes,0.5,0,0,-2,0,12.2,158,2,0,1.6,4.2,71,0,0,0,0,2,2,0.0,1,55,1,1,0
19,André-Frank Zambo Anguissa,1.2,0,0,11,0,18.1,191,1,0,4.2,12.2,90,0,0,0,0,1,1,12.0,1,45,0,1,2
20,Anthony Gordon,-0.5,0,0,0,0,0.0,168,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,44,1,0,1
21,Anthony Knockaert,0.0,0,0,0,0,0.0,177,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,52,0,0,0
22,Anwar El Ghazi,-0.5,0,0,0,0,0.0,45,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,59,0,0,0
23,Ashley Westwood,4.0,0,0,12,1,17.5,89,0,0,3.3,13.2,90,0,0,0,0,0,0,2.0,2,54,0,1,2
24,Ayoze Pérez,1.7,0,0,5,0,26.2,229,1,0,10.2,24.4,90,0,0,0,0,1,0,51.0,1,63,1,1,0
25,Bamidele Alli,0.7,0,0,0,0,0.0,394,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,76,1,0,0
26,Ben Osborn,1.7,0,0,0,0,0.0,356,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,49,1,0,2
27,Bernardo Mota Veiga de Carvalho e Silva,1.5,0,0,15,1,7.8,281,0,0,2.8,15.8,90,0,0,0,0,0,1,4.0,3,74,1,0,2
28,Bernard Anício Caldeira Duarte,-0.5,0,0,0,0,0.0,154,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,58,1,0,0
29,Bertrand Traoré,0.5,0,0,2,0,1.2,540,0,0,2.3,3.2,9,0,0,0,0,1,0,19.0,1,60,0,0,1
30,Billy Gilmour,0.0,0,0,0,0,0.0,124,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,45,1,0,0
31,Brandon Pierrick,0.0,0,0,0,0,0.0,147,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,44,1,0,0
32,Bruno André Cavaco Jordao,0.0,0,0,0,0,0.0,475,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,44,0,0,0
33,Bruno Miguel Borges Fernandes,10.2,1,3,49,0,78.7,302,1,1,22.0,85.4,90,0,1,0,0,4,1,56.0,11,105,0,0,3
34,Bukayo Saka,2.8,0,0,18,0,17.5,24,1,0,7.6,20.6,90,0,0,0,0,0,1,38.0,2,53,0,0,3
35,Callum Hudson-Odoi,2.7,0,0,0,0,0.0,122,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,58,1,0,0
36,Cengiz Ünder,0.8,0,0,0,0,0.0,541,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,60,1,0,4
37,Cheikhou Kouyaté,4.3,0,0,11,0,0.0,133,1,0,1.5,15.4,90,0,0,0,0,1,1,0.0,2,50,1,0,2
38,Christian Atsu,-0.5,0,0,0,0,0.0,330,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,53,1,0,0
39,Christian Pulisic,1.3,0,0,6,0,12.2,119,2,0,5.3,12.4,86,0,0,0,0,3,3,28.0,2,83,1,0,3
40,Cole Palmer,0.5,0,0,0,0,0.0,552,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
41,Conor Gallagher,0.5,0,0,10,1,22.5,544,0,0,3.9,13.8,90,0,0,0,0,0,0,3.0,3,55,1,0,2
42,Conor Hourihane,3.7,0,0,0,0,0.0,33,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,60,0,0,0
43,Curtis Jones,0.7,0,0,0,0,0.0,263,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,45,0,0,0
44,Dale Stephens,1.5,0,0,0,0,0.0,55,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,44,0,0,0
45,Daniel Castelo Podence,3.3,0,0,2,1,2.1,469,0,0,3.5,8.8,64,0,0,0,0,1,0,24.0,3,56,0,0,3
46,Daniel Ceballos Fernández,1.2,0,0,19,0,22.9,501,1,0,3.7,14.4,90,0,0,0,0,0,1,0.0,2,50,0,0,2
47,Daniel James,0.8,0,0,13,0,25.8,311,1,0,9.2,8.2,75,0,0,0,0,4,1,58.0,1,64,0,1,1
48,Davy Pröpper,0.0,0,0,0,0,0.0,59,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,49,0,0,0
49,Declan Rice,2.2,0,0,9,0,3.7,448,3,0,1.7,9.2,90,0,0,0,0,3,3,4.0,2,49,0,0,2
50,Demarai Gray,0.5,0,0,0,0,0.0,230,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,53,1,0,0
51,Dennis Praet,2.8,0,0,2,1,3.3,225,0,0,0.2,0.0,67,0,0,0,0,1,0,2.0,3,55,1,0,1
52,Diogo Jota,2.7,0,0,5,0,11.5,468,1,0,3.5,3.4,12,0,0,0,0,2,2,20.0,1,63,0,0,9
53,Donny van de Beek,1.5,0,0,5,0,12.3,495,0,0,1.5,2.8,14,0,0,0,0,4,1,0.0,1,69,0,0,0
54,Douglas Luiz Soares de Paulo,1.7,0,0,8,1,1.3,52,0,0,2.5,14.4,90,0,0,0,0,1,0,9.0,2,50,0,1,2
55,Dwight McNeil,3.3,0,0,15,1,34.0,100,0,0,6.3,21.6,90,0,0,0,0,0,0,7.0,3,59,0,0,2
56,Eberechi Eze,1.3,0,0,0,0,0.0,489,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,59,1,0,1
57,Emile Smith Rowe,-0.5,0,0,0,0,0.0,23,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,44,0,0,0
58,Erik Lamela,1.7,0,0,0,0,0.0,387,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,59,1,0,1
59,Fabian Delph,-0.2,0,0,0,0,0.0,149,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,49,1,0,1
60,Fabio Henrique Tavares,2.5,0,0,9,0,1.9,253,2,0,1.9,13.6,90,0,0,0,0,2,2,3.0,1,55,0,1,2
61,Facundo Pellistri,2.4,0,0,0,0,0.0,575,0,0,0.0,0.0,0,0,0,0,0,4,1,0.0,0,55,0,0,0
62,Felipe Anderson Pereira Gomes,0.0,0,0,0,0,0.0,440,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,62,0,0,0
63,Ferran Torres,2.3,0,0,0,0,0.0,287,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,69,1,0,0
64,Filip Krovinovic,1.5,0,0,10,1,11.2,555,0,0,2.1,7.2,78,0,0,0,0,0,0,3.0,3,50,1,0,2
65,Frederico Rodrigues de Paula Santos,1.8,0,0,15,0,12.8,299,1,0,3.5,12.6,68,0,0,0,0,4,1,10.0,2,54,0,0,2
66,Gabriel Teodoro Martinelli Silva,0.0,0,0,0,0,0.0,26,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,49,0,0,0
67,Gareth Bale,0.6,0,0,-1,0,0.0,543,3,0,1.3,2.2,18,0,0,0,0,3,3,11.0,1,95,1,0,0
68,Gedson Carvalho Fernandes,0.5,0,0,0,0,0.0,401,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,49,1,0,0
69,Georginio Wijnaldum,2.5,0,0,3,0,0.4,243,0,0,0.3,2.4,1,0,0,0,0,2,2,0.0,1,54,0,0,2
70,Giovani Lo Celso,0.0,0,0,0,0,0.0,403,0,0,0.0,0.0,0,0,0,0,0,3,3,0.0,0,69,1,0,1
71,Grady Diangana,1.8,0,0,4,1,15.8,446,0,0,4.1,6.0,90,0,0,0,0,0,0,19.0,3,55,1,0,2
72,Granit Xhaka,0.8,0,0,10,0,1.8,9,1,0,0.8,6.4,82,0,0,0,0,0,1,0.0,2,54,0,0,1
73,Gylfi Sigurdsson,1.8,0,0,2,0,0.1,150,0,0,0.0,0.0,18,0,0,0,0,2,2,0.0,1,69,1,0,1
74,Hakim Ziyech,0.7,0,0,4,0,15.4,114,1,0,1.8,2.8,18,0,0,0,0,3,3,0.0,1,79,1,0,1
75,Hamza Choudhury,1.0,0,0,5,0,0.8,234,1,0,0.4,2.8,12,0,0,0,0,1,0,0.0,1,49,1,0,0
76,Harrison Reed,0.0,0,0,0,0,0.0,373,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,45,0,0,4
77,Harry Wilson,0.0,0,0,0,0,0.0,257,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,52,0,0,0
78,Harry Winks,1.5,0,0,2,0,0.2,397,3,0,0.1,1.0,17,0,0,0,0,3,3,0.0,1,54,1,0,0
79,Harvey Barnes,5.3,0,0,8,0,2.9,235,1,0,3.6,7.2,90,0,0,0,0,1,0,26.0,2,71,1,0,3
80,Harvey Elliott,0.0,0,0,0,0,0.0,265,0,0,0.0,0.0,0,0,0,0,0,2,2,0.0,0,44,0,0,0
81,Henri Lansbury,-0.5,0,0,0,0,0.0,30,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,45,0,0,0
82,Heung-Min Son,14.5,1,2,35,1,33.6,390,0,1,15.2,62.0,79,0,0,0,0,3,3,56.0,13,92,1,0,11
83,Hélder Wander Sousa de Azevedo e Costa,1.8,0,0,3,0,3.5,205,1,0,1.8,0.8,70,0,0,0,0,1,0,14.0,2,57,1,0,6
84,Ian Carlo Poveda-Ocampo,0.5,0,0,-1,0,0.8,209,0,0,2.1,1.8,19,0,0,0,0,1,0,18.0,1,44,1,0,0
85,Ibrahima Diallo,0.6,0,0,3,0,10.2,565,0,0,1.3,2.4,3,0,0,0,0,3,3,0.0,1,45,0,0,1
86,Ilkay Gündogan,0.5,0,0,4,0,13.7,271,0,0,1.7,2.8,25,0,0,0,0,0,1,0.0,1,54,1,0,2
87,Isaac Hayden,1.0,0,0,7,0,10.4,336,1,0,2.1,10.4,48,0,0,0,0,4,1,0.0,1,49,1,0,0
88,Ivan Ricardo Neves Abreu Cavaleiro,1.2,0,0,10,0,40.8,187,1,0,5.1,8.2,90,0,0,0,0,1,1,2.0,1,54,0,1,0
89,Jack Cork,0.0,0,0,0,0,0.0,84,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,50,0,0,0
90,Jack Grealish,9.0,0,0,15,1,49.8,37,0,0,8.4,14.6,90,0,0,0,0,1,0,20.0,3,71,0,0,1
91,Jack Harrison,2.5,0,0,11,0,42.7,203,1,0,8.7,15.8,81,0,0,0,0,1,0,28.0,2,55,1,0,3
