,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Luke Cundle,0.0,0,0,0,0,0.0,614,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,45,1,0,0
1,Matt Ritchie,0.0,2,0,32,0,19.5,322,2,0,7.8,32.8,90,0,0,0,0,4,2,26.0,8,49,0,0,1
2,André-Frank Zambo Anguissa,0.0,0,0,5,0,16.3,191,2,0,7.2,11.2,90,0,0,0,0,2,0,44.0,1,44,1,1,2
3,Jean Michaël Seri,0.0,0,0,0,0,0.0,189,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,46,1,0,0
4,Rúben Diogo da Silva Neves,0.0,0,0,8,0,3.3,466,1,0,1.9,2.6,60,0,0,0,0,1,2,13.0,2,51,1,0,1
5,Nathan Broadhead,0.0,0,0,0,0,0.0,680,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,45,0,0,0
6,Jack Grealish,0.0,0,0,0,0,0.0,37,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,75,1,0,1
7,Felipe Anderson Pereira Gomes,0.0,0,0,0,0,0.0,440,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,61,1,0,0
8,Tanguy Ndombele,0.0,0,0,5,0,0.3,405,1,0,0.3,2.6,10,0,0,0,0,1,3,0.0,1,59,0,0,1
9,Gylfi Sigurdsson,0.0,0,0,10,1,33.0,150,0,0,5.5,14.8,84,0,0,0,0,1,0,7.0,3,69,0,0,1
10,John Fleck,0.0,0,0,15,0,4.2,346,2,0,1.1,7.2,90,0,0,0,0,2,0,0.0,2,56,1,0,3
11,Isaac Hayden,0.0,0,0,0,0,0.0,336,0,0,0.0,0.0,0,0,0,0,0,4,2,0.0,0,46,0,0,0
12,Tom Cairney,0.0,0,0,0,0,0.0,175,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,52,1,0,0
13,Kyle Edwards,0.0,0,0,0,0,0.0,421,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,47,0,0,0
14,Tom Davies,0.0,0,0,5,1,2.0,163,0,0,1.5,13.4,90,0,0,0,0,1,0,0.0,3,52,0,0,0
15,Heung-Min Son,0.0,0,0,20,0,28.3,390,3,1,10.0,40.8,90,0,0,0,0,1,3,31.0,7,96,0,0,3
16,Ben Woodburn,0.0,0,0,0,0,0.0,696,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,1,0,0
17,Oriol Romeu Vidal,0.0,0,0,0,0,0.0,364,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
18,Georginio Wijnaldum,0.0,0,0,11,1,3.6,243,0,0,1.3,3.8,90,0,0,0,0,0,2,6.0,3,53,1,0,1
19,Ivan Ricardo Neves Abreu Cavaleiro,0.0,0,0,16,0,84.7,187,2,0,13.3,28.8,90,0,0,0,0,2,0,19.0,2,53,1,0,2
20,Frankie Maguire,0.0,0,0,0,0,0.0,670,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,44,1,0,0
21,Vitor Ferreira,0.0,0,0,10,0,17.2,515,1,0,3.7,4.6,76,0,0,0,0,1,2,15.0,2,47,1,0,2
22,Abdoulaye Doucouré,0.0,0,0,0,0,0.0,512,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,51,0,0,2
23,Grady Diangana,0.0,0,0,3,0,0.0,446,1,0,0.1,1.2,22,0,0,0,0,1,3,0.0,1,50,0,0,2
24,Ben Osborn,0.0,0,0,8,0,16.2,356,1,0,2.3,7.2,31,0,0,0,0,2,0,0.0,1,47,1,0,3
25,Declan Rice,0.0,0,0,0,0,0.0,448,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,47,1,0,2
26,Ferran Torres,0.0,0,0,6,0,27.5,287,1,0,3.4,0.6,70,0,0,0,0,2,1,6.0,2,69,1,0,20
27,Jonjo Shelvey,0.0,0,0,12,0,14.6,321,2,0,3.1,8.4,90,0,0,0,0,4,2,8.0,2,53,0,0,4
28,Adama Traoré,0.0,0,2,27,0,12.8,465,0,1,11.4,38.6,29,0,0,0,0,1,2,63.0,8,61,1,0,2
29,Leighton Clarkson,0.0,0,0,0,0,0.0,601,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,1,0,0
30,Hélder Wander Sousa de Azevedo e Costa,0.0,0,0,0,0,0.0,205,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,50,1,0,0
31,Mohamed Salah,0.0,1,0,16,1,31.7,254,0,0,16.0,32.4,86,0,0,0,0,0,2,96.0,6,127,1,0,10
32,Mateusz Bogusz,0.0,0,0,0,0,0.0,533,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,43,1,0,0
33,Allan Saint-Maximin,0.0,0,0,7,0,13.1,338,1,0,4.5,10.0,83,0,0,0,0,4,2,22.0,2,51,0,0,2
34,Stefan Johansen,0.0,0,0,0,0,0.0,174,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,47,1,0,0
35,Dale Stephens,0.0,0,0,0,0,0.0,55,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,42,0,0,0
36,Pablo Hernández Domínguez,0.0,0,0,0,0,0.0,193,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,57,1,0,0
37,Henri Lansbury,0.0,0,0,0,0,0.0,30,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,43,1,0,0
38,Bamidele Alli,0.0,1,0,18,0,21.3,394,2,0,7.9,19.6,66,0,0,0,0,1,3,38.0,5,74,0,0,3
39,Steven Bergwijn,0.0,0,0,0,0,0.0,400,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,70,0,0,0
40,Saïd Benrahma,0.0,0,0,4,0,3.4,587,1,0,3.2,4.6,72,0,0,0,0,1,0,24.0,2,59,1,0,8
41,Thiago Alcántara do Nascimento,0.0,0,1,31,1,7.4,531,0,1,6.6,43.2,90,0,0,0,0,0,2,15.0,9,55,1,0,2
42,James McArthur,0.0,0,0,0,0,0.0,130,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,52,0,0,0
43,Alexandre Jankewitz,0.0,0,0,0,0,0.0,643,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
44,Pablo Fornals,0.0,0,0,23,0,45.3,450,1,0,8.9,24.2,90,0,0,0,0,1,0,19.0,2,58,1,0,2
45,Kevin De Bruyne,0.0,0,0,0,0,0.0,272,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,119,1,0,0
46,Zak Brunt,0.0,0,0,0,0,0.0,657,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,45,1,0,0
47,Leandro Trossard,0.0,0,0,5,0,2.9,69,0,0,3.2,2.8,57,0,0,0,0,1,2,26.0,1,57,0,0,3
48,Cole Palmer,0.0,0,0,0,0,0.0,552,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,44,1,0,0
49,Moussa Djenepo,0.0,0,0,2,0,0.3,382,1,0,0.2,2.0,11,0,0,0,0,0,2,0.0,1,54,0,0,0
50,Solomon March,0.0,0,0,0,0,0.0,65,0,0,0.0,0.0,0,0,0,0,0,1,2,0.0,0,49,0,0,0
51,Adam Forshaw,0.0,0,0,0,0,0.0,199,0,0,0.0,0.0,0,0,0,0,0,1,3,0.0,0,48,1,0,0
52,James Milner,0.0,0,0,0,0,0.0,241,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,53,1,0,0
53,Harry Wilson,0.0,0,0,0,0,0.0,257,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,51,1,0,0
