,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Adrián San Miguel del Castillo,2.3,0,0,0,0,0.0,245,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0,42,1,0,0
1,Bailey Peacock-Farrell,-0.5,0,0,0,0,0.0,99,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,40,1,0,0
2,Sam Johnstone,5.7,0,1,31,1,0.0,417,0,0,3.9,39.4,90,0,0,0,5,0,0,0.0,8,45,1,0,3
3,Christian Walton,-0.5,0,0,0,0,0.0,503,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,40,1,0,0
4,Thomas McGill,-0.5,0,0,0,0,0.0,662,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,39,1,0,0
5,Elia Caprile,-0.5,0,0,0,0,0.0,532,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
6,David de Gea,0.0,0,0,0,0,0.0,291,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,53,0,0,0
7,Karl Darlow,1.5,0,0,0,0,0.0,325,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,50,0,0,0
8,Tom Heaton,0.0,0,0,0,0,0.0,28,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,45,1,0,0
9,Andreas Söndergaard,0.0,0,0,0,0,0.0,617,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,40,0,0,0
10,Emiliano Martínez,6.6,0,1,23,1,0.0,12,0,0,2.0,20.4,90,0,0,0,2,0,0,0.0,7,53,1,0,3
11,Joe Hart,0.5,0,0,0,0,0.0,482,0,0,0.0,0.0,0,0,0,0,0,1,4,0.0,0,43,1,0,0
12,Robin Olsen,0.2,0,0,0,0,0.0,573,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,0,0,0
13,Zack Steffen,1.5,0,0,0,0,0.0,538,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,44,1,0,0
14,Kamil Miazek,0.0,0,0,0,0,0.0,208,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,40,0,0,0
15,Kasper Schmeichel,2.9,0,0,14,0,0.0,217,1,0,1.5,15.4,90,0,0,0,1,2,1,0.0,2,55,0,0,6
16,Illan Meslier,3.9,0,2,36,0,0.0,213,2,0,4.1,41.0,90,0,0,0,3,0,2,0.0,9,46,0,0,11
17,Alisson Ramses Becker,2.3,0,0,12,0,0.1,252,1,0,1.7,16.4,90,0,0,0,2,1,0,0.0,2,59,1,0,9
18,Stephen Henderson,-0.5,0,0,0,0,0.0,578,0,0,0.0,0.0,0,0,0,0,0,1,4,0.0,0,40,0,0,0
19,Roberto Jimenez Gago,0.0,0,0,0,0,0.0,433,0,0,0.0,0.0,0,0,0,0,0,0,2,0.0,0,45,1,0,0
