,name,xP,assists,bonus,bps,clean_sheets,creativity,element,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,red_cards,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,Target_Output
0,Adrián San Miguel del Castillo,1.0,0,0,0,0,0.0,245,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,42,0,0,0
1,Bailey Peacock-Farrell,-1.0,0,0,0,0,0.0,99,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,40,1,0,0
2,Sam Johnstone,2.5,0,0,13,0,0.0,417,3,0,4.0,39.6,90,0,0,0,6,3,1,0.0,2,46,1,1,3
3,Christian Walton,-1.0,0,0,0,0,0.0,503,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,40,1,0,0
4,Thomas McGill,-1.0,0,0,0,0,0.0,662,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,39,1,0,0
5,Elia Caprile,0.0,0,0,0,0,0.0,532,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,40,0,0,0
6,David de Gea,1.3,0,0,15,0,0.0,291,1,0,3.5,34.6,90,0,0,0,4,1,1,0.0,3,53,1,0,0
7,Karl Darlow,0.0,0,0,0,0,0.0,325,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,49,1,0,0
8,Tom Heaton,-0.5,0,0,0,0,0.0,28,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,45,0,0,0
9,Andreas Söndergaard,0.0,0,0,0,0,0.0,617,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,40,0,0,0
10,Emiliano Martínez,2.6,0,0,15,0,0.0,12,1,0,2.6,26.0,90,0,0,0,3,2,1,0.0,3,54,0,0,3
11,Joe Hart,0.5,0,0,0,0,0.0,482,0,0,0.0,0.0,0,0,0,0,0,2,1,0.0,0,42,1,0,0
12,Robin Olsen,0.0,0,0,0,0,0.0,573,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,45,1,0,0
13,Zack Steffen,1.0,0,0,0,0,0.0,538,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,44,0,0,0
14,Kamil Miazek,0.0,0,0,0,0,0.0,208,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,40,0,0,0
15,Kasper Schmeichel,2.3,0,0,17,0,0.0,217,2,0,3.7,36.6,90,0,0,0,4,1,2,0.0,2,54,0,0,-2
16,Illan Meslier,3.6,0,0,0,0,0.0,213,0,0,0.0,0.0,0,0,0,0,0,2,0,0.0,0,48,0,0,0
17,Nathan Bishop,0.5,0,0,0,0,0.0,686,0,0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,40,1,0,0
18,Alisson Ramses Becker,7.2,0,0,35,1,0.0,252,0,0,2.5,24.6,90,0,0,0,4,3,0,0.0,7,59,0,0,8
19,Stephen Henderson,-0.5,0,0,0,0,0.0,578,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,40,1,0,0
20,Roberto Jimenez Gago,0.0,0,0,0,0,0.0,433,0,0,0.0,0.0,0,0,0,0,0,3,1,0.0,0,45,0,0,0
21,Caoimhin Kelleher,1.0,0,0,0,0,0.0,560,0,0,0.0,0.0,0,0,0,0,0,3,0,0.0,0,45,0,0,0
22,Rui Pedro dos Santos Patrício,2.0,0,0,0,0,0.0,455,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0,53,0,0,1
23,Hugo Lloris,4.7,0,0,14,0,0.0,383,2,0,2.3,23.4,90,0,0,0,3,2,1,0.0,2,56,1,0,2
24,James Trafford,1.0,0,0,0,0,0.0,595,0,0,0.0,0.0,0,0,0,0,0,2,3,0.0,0,40,0,0,0
